Country,Product Group,"Average Tariff Rate, Final Bound","Duty Free %, Final Bound","Maximum Tariff Rate, Final Bound","Average Tariff Rate, MFN","Duty Free %, MFN","Maximum Tariff Rate, MFN",Import Share %,Duty-Free Import Share %
Somalia                                 ,Minerals and metals,,,,15.1,0,25,,
Somalia                                 ,Petroleum,,,,8,0,25,,
Somalia                                 ,Chemicals,,,,8.2,0,25,,
Somalia                                 ,"Wood, paper, furniture",,,,17,0,25,,
Somalia                                 ,Textiles,,,,20.8,0,35,,
Somalia                                 ,Clothing,,,,25,0,25,,
Somalia                                 ,"Rubber, leather and footwear",,,,16.2,0,25,,
Somalia                                 ,"Mechanical, office and computing machinery",,,,7.4,0,25,,
Somalia                                 ,Electrical machinery and electronic equipment,,,,16.1,0,35,,
Somalia                                 ,Transport equipment,,,,12.5,0,25,,
Somalia                                 ,Other Manufactures,,,,17,0,25,,
Suriname                                ,Live animals and meat,20,0,20,20.8,8.8,40,1.4,2.0
Suriname                                ,Dairy products,20,0,20,9.5,0,20,0.8,0
Suriname                                ,Fruits and vegetables,20,0,20,25.1,1.9,40,1.5,9.6
Suriname                                ,"Coffee, tea, cocoa and spices",20,0,20,20.3,0,40,0.4,0
Suriname                                ,Cereals and food preparations,20,0,20,11.4,15.2,40,3.2,25.1
Suriname                                ,"Oilseeds, fats and oils",19.1,0,20,23.3,7.0,40,1.5,0.0
Suriname                                ,Sugars and confectionery,20,0,20,19.4,0,40,1.0,0
Suriname                                ,Beverages and tobacco,20,0,20,35,0,50,2.9,0
Suriname                                ,"Cotton, silk and wool",20,0,20,5,0,5,0.0,0
Suriname                                ,Other agricultural products,19.7,1.3,20,8.2,30.2,40,1.3,61.6
Suriname                                ,Fish and fish products,22.7,0,25,30,11.2,40,0.3,0.1
Suriname                                ,Minerals and metals,6.8,3.9,20,7.7,2.8,40,13.3,10.0
Suriname                                ,Petroleum,20.1,0,32,5.3,17.2,25,15.0,11.7
Suriname                                ,Chemicals,5.5,69.0,30,6.5,5.6,30,13.4,15.6
Suriname                                ,"Wood, paper, furniture",22.5,0,25,9.8,4.9,20,2.3,8.9
Suriname                                ,Textiles,14.1,26.9,20,7.2,0.2,20,1.0,1.1
Suriname                                ,Clothing,37.6,0,40,20,0,20,0.4,0
Suriname                                ,"Rubber, leather and footwear",6.7,66.7,20,9.8,2.5,25,2.5,5.6
Suriname                                ,"Mechanical, office and computing machinery",5.4,0,23,5.2,5.8,25,21.4,1.1
Suriname                                ,Electrical machinery and electronic equipment,19,0,23,10.3,1.0,30,5.4,0.0
Suriname                                ,Transport equipment,22.3,0,38,8.6,8.2,35,7.5,10.5
Suriname                                ,Other Manufactures,20.2,0,40,12.8,3.9,40,3.6,5.3
South Sudan                             ,Live animals and meat,,,,6.6,0,10,,
South Sudan                             ,Dairy products,,,,9,0,10,,
South Sudan                             ,Fruits and vegetables,,,,5,0,5,,
South Sudan                             ,"Coffee, tea, cocoa and spices",,,,5,0,5,,
South Sudan                             ,Cereals and food preparations,,,,5.2,0,20,,
South Sudan                             ,"Oilseeds, fats and oils",,,,5,0,5,,
South Sudan                             ,Sugars and confectionery,,,,5,0,5,,
South Sudan                             ,Beverages and tobacco,,,,14.9,0,20,,
South Sudan                             ,"Cotton, silk and wool",,,,10,0,10,,
South Sudan                             ,Other agricultural products,,,,9.3,0,20,,
South Sudan                             ,Fish and fish products,,,,5.1,0,20,,
South Sudan                             ,Minerals and metals,,,,10.3,0,20,,
South Sudan                             ,Petroleum,,,,20,0,20,,
South Sudan                             ,Chemicals,,,,13.6,0,20,,
South Sudan                             ,"Wood, paper, furniture",,,,13.2,0,20,,
South Sudan                             ,Textiles,,,,10,0,20,,
South Sudan                             ,Clothing,,,,10,0,10,,
South Sudan                             ,"Rubber, leather and footwear",,,,10,0,10,,
South Sudan                             ,"Mechanical, office and computing machinery",,,,9.6,0,10,,
South Sudan                             ,Electrical machinery and electronic equipment,,,,10,0,10,,
South Sudan                             ,Transport equipment,,,,12,0,20,,
South Sudan                             ,Other Manufactures,,,,9.9,0,20,,
El Salvador                             ,Live animals and meat,51.2,0,164,14.6,25.9,164,2.0,2.8
El Salvador                             ,Dairy products,40.6,0,70,17.6,28.6,40,1.8,8.4
El Salvador                             ,Fruits and vegetables,38.8,0,50,12,14.2,20,2.1,4.5
El Salvador                             ,"Coffee, tea, cocoa and spices",39.6,0,70,8.6,27.8,15,0.5,5.1
El Salvador                             ,Cereals and food preparations,37.5,0,78,6.7,49.4,15,6.0,30.4
El Salvador                             ,"Oilseeds, fats and oils",53.5,0,88,6,45.9,40,1.9,7.6
El Salvador                             ,Sugars and confectionery,66.5,0,70,17.1,38.2,40,0.2,29.5
El Salvador                             ,Beverages and tobacco,52.7,0,74,17.2,6.9,40,1.4,0.4
El Salvador                             ,"Cotton, silk and wool",36,0,40,0,100.0,0,0.7,100.0
El Salvador                             ,Other agricultural products,32.8,0,40,4.1,51.0,15,1.8,52.3
El Salvador                             ,Fish and fish products,47.3,0,70,12.1,10.1,40,0.3,47.3
El Salvador                             ,Minerals and metals,36.1,0.1,50,3.4,65.0,15,13.1,66.3
El Salvador                             ,Petroleum,40,0,40,7.2,28.6,15,12.5,93.6
El Salvador                             ,Chemicals,36.8,0.1,50,1.7,81.0,15,17.4,48.7
El Salvador                             ,"Wood, paper, furniture",35.6,0,70,6.7,41.3,15,4.5,50.3
El Salvador                             ,Textiles,38.4,0,70,8.2,13.4,15,6.5,14.6
El Salvador                             ,Clothing,40,0,40,14.9,0.4,15,3.7,0.5
El Salvador                             ,"Rubber, leather and footwear",39.9,0,80,7.9,23.2,15,1.4,9.2
El Salvador                             ,"Mechanical, office and computing machinery",29.7,7.2,50,0.7,93.7,15,6.3,89.2
El Salvador                             ,Electrical machinery and electronic equipment,28.2,21.5,50,3.2,71.7,15,7.2,69.8
El Salvador                             ,Transport equipment,34.6,0,50,3.7,53.6,30,5.4,4.6
El Salvador                             ,Other Manufactures,35.4,5.9,40,7.6,41.5,30,3.3,53.1
Eswatini                                ,Live animals and meat,37.4,31.2,160,11.2,62.2,82,0.8,37.4
Eswatini                                ,Dairy products,81.6,4.0,96,6.8,32.0,25,1.3,50.7
Eswatini                                ,Fruits and vegetables,29.5,15.9,99,9.4,31.4,99,1.9,8.2
Eswatini                                ,"Coffee, tea, cocoa and spices",31.6,55.6,170,4.3,70.4,25,0.9,56.6
Eswatini                                ,Cereals and food preparations,48.8,5.5,597,8.4,41.2,102,7.2,61.5
Eswatini                                ,"Oilseeds, fats and oils",51.8,5.5,81,7.4,21.2,10,1.0,3.3
Eswatini                                ,Sugars and confectionery,75.2,0,105,9.1,58.8,37,0.8,52.9
Eswatini                                ,Beverages and tobacco,87.9,3.9,597,20,8.7,111,3.1,1.9
Eswatini                                ,"Cotton, silk and wool",14.7,52.0,60,1.2,89.3,15,0.0,29.0
Eswatini                                ,Other agricultural products,18.9,35.7,72,5,64.9,25,2.7,54.4
Eswatini                                ,Fish and fish products,18.5,50.0,37,6.4,64.2,30,0.3,39.0
Eswatini                                ,Minerals and metals,11.8,16.5,30,5.2,60.6,30,9.6,49.5
Eswatini                                ,Petroleum,-,-,-,0.5,55.6,15,8.6,1.5
Eswatini                                ,Chemicals,12.3,5.7,30,2,85.4,30,17.7,65.7
Eswatini                                ,"Wood, paper, furniture",11.6,16.2,30,7,57.2,30,4.8,41.4
Eswatini                                ,Textiles,22.2,3.3,30,17,18.5,401,7.6,1.2
Eswatini                                ,Clothing,45,0,45,40.9,2.0,45,2.0,2.4
Eswatini                                ,"Rubber, leather and footwear",20.7,0,30,13.3,35.9,43,1.8,9.9
Eswatini                                ,"Mechanical, office and computing machinery",8.6,40.4,30,1,92.9,25,5.7,92.4
Eswatini                                ,Electrical machinery and electronic equipment,17.6,6.1,30,4.8,67.9,30,4.8,43.5
Eswatini                                ,Transport equipment,19.4,17.1,50,6.8,61.9,30,5.4,9.9
Eswatini                                ,Other Manufactures,12.3,27.2,45,3.5,80.2,45,12.0,92.2
Chad                                    ,Live animals and meat,80,0,80,19.2,0,30,,
Chad                                    ,Dairy products,80,0,80,23,0,30,,
Chad                                    ,Fruits and vegetables,80,0,80,29.8,0,30,,
Chad                                    ,"Coffee, tea, cocoa and spices",80,0,80,30,0,30,,
Chad                                    ,Cereals and food preparations,80,0,80,20.6,0,30,,
Chad                                    ,"Oilseeds, fats and oils",80,0,80,22.9,0,30,,
Chad                                    ,Sugars and confectionery,80,0,80,20.6,0,30,,
Chad                                    ,Beverages and tobacco,80,0,80,27.6,0,30,,
Chad                                    ,"Cotton, silk and wool",80,0,80,10,0,10,,
Chad                                    ,Other agricultural products,80,0,80,13.6,0,30,,
Chad                                    ,Fish and fish products,80,0,80,25.6,0,30,,
Chad                                    ,Minerals and metals,-,-,-,17.3,0,30,,
Chad                                    ,Petroleum,-,-,-,10,0,10,,
Chad                                    ,Chemicals,80,0,80,11.1,0,30,,
Chad                                    ,"Wood, paper, furniture",-,-,-,21.8,3.3,30,,
Chad                                    ,Textiles,-,-,-,19.6,0.2,30,,
Chad                                    ,Clothing,-,-,-,30,0,30,,
Chad                                    ,"Rubber, leather and footwear",-,-,-,20.8,0.6,30,,
Chad                                    ,"Mechanical, office and computing machinery",-,-,-,11.4,0.4,30,,
Chad                                    ,Electrical machinery and electronic equipment,-,-,-,18.1,0,30,,
Chad                                    ,Transport equipment,75,0,75,15.1,14.8,30,,
Chad                                    ,Other Manufactures,-,-,-,22.1,0,30,,
Togo                                    ,Live animals and meat,80,0,80,24.6,0,35,0.6,0
Togo                                    ,Dairy products,80,0,80,16.1,0,35,1.2,0
Togo                                    ,Fruits and vegetables,80,0,80,19.8,0,35,0.5,0
Togo                                    ,"Coffee, tea, cocoa and spices",80,0,80,19.2,0,35,0.2,0
Togo                                    ,Cereals and food preparations,80,0,80,12.1,0,35,5.1,0
Togo                                    ,"Oilseeds, fats and oils",80,0,80,12.3,0,35,3.3,0
Togo                                    ,Sugars and confectionery,80,0,80,12.6,0,35,1.9,0
Togo                                    ,Beverages and tobacco,80,0,80,17.5,0,35,1.6,0
Togo                                    ,"Cotton, silk and wool",80,0,80,5,0,5,0.0,0
Togo                                    ,Other agricultural products,80,0,80,8.6,0,35,0.3,0
Togo                                    ,Fish and fish products,80,0,80,16,0,20,1.5,0
Togo                                    ,Minerals and metals,80,0,80,11.9,0.2,20,17.7,0.5
Togo                                    ,Petroleum,-,-,-,7.7,19.0,10,5.3,0
Togo                                    ,Chemicals,80,0,80,7,6.5,35,21.0,31.7
Togo                                    ,"Wood, paper, furniture",-,-,-,12,3.8,20,2.4,6.2
Togo                                    ,Textiles,-,-,-,16.2,0.2,35,6.2,0
Togo                                    ,Clothing,-,-,-,20,0,20,1.0,0
Togo                                    ,"Rubber, leather and footwear",80,0,80,12.3,1.3,20,2.0,4.1
Togo                                    ,"Mechanical, office and computing machinery",-,-,-,6.2,0,20,6.4,0
Togo                                    ,Electrical machinery and electronic equipment,80,0,80,12,0.6,20,6.1,0.9
Togo                                    ,Transport equipment,-,-,-,8.4,1.8,20,10.4,0.0
Togo                                    ,Other Manufactures,-,-,-,14.3,2.1,20,5.3,0.2
Thailand                                ,Live animals and meat,29.1,16.1,96,26.7,15.9,50,0.1,10.5
Thailand                                ,Dairy products,33.2,0,216,32.3,0,216,0.4,0
Thailand                                ,Fruits and vegetables,50,0,806,34,1.4,142,0.9,2.2
Thailand                                ,"Coffee, tea, cocoa and spices",40.6,0,90,31.5,7.4,90,0.3,1.1
Thailand                                ,Cereals and food preparations,32.6,0,73,21.2,10.4,60,1.1,25.1
Thailand                                ,"Oilseeds, fats and oils",41,0,146,33.8,0.4,146,0.8,0.0
Thailand                                ,Sugars and confectionery,50.5,0,94,41,5.9,94,0.1,10.1
Thailand                                ,Beverages and tobacco,51,2.0,193,47.1,2.9,193,0.3,0.1
Thailand                                ,"Cotton, silk and wool",26.6,0,226,10.6,68.0,226,0.2,100.0
Thailand                                ,Other agricultural products,28.9,0,218,9.4,34.7,218,1.3,17.8
Thailand                                ,Fish and fish products,10.3,0,78,7.5,36.4,112,1.5,72.8
Thailand                                ,Minerals and metals,24.5,0.6,30,4.9,49.2,30,24.0,66.7
Thailand                                ,Petroleum,-,-,-,5.6,19.6,10,15.0,86.9
Thailand                                ,Chemicals,29.4,1.7,101,2.9,64.7,30,12.4,38.4
Thailand                                ,"Wood, paper, furniture",23.5,0.5,50,6.4,30.4,20,1.7,38.0
Thailand                                ,Textiles,28.4,0.1,66,8.5,2.9,60,1.5,2.6
Thailand                                ,Clothing,30,0,30,29.5,0,60,0.4,0
Thailand                                ,"Rubber, leather and footwear",29.6,0,43,11.4,10.9,30,1.5,17.7
Thailand                                ,"Mechanical, office and computing machinery",19.1,10.3,30,2.1,69.0,30,9.5,59.6
Thailand                                ,Electrical machinery and electronic equipment,15.9,44.0,30,7.6,36.2,30,18.6,67.0
Thailand                                ,Transport equipment,41.9,11.1,80,20,39.5,80,4.7,15.0
Thailand                                ,Other Manufactures,20.6,28.1,30,7.9,29.1,30,3.7,48.6
Tajikistan                              ,Live animals and meat,8.9,4.1,15,,,,,
Tajikistan                              ,Dairy products,11.8,0,15,,,,,
Tajikistan                              ,Fruits and vegetables,13.4,0,23,,,,,
Tajikistan                              ,"Coffee, tea, cocoa and spices",5.7,0,15,,,,,
Tajikistan                              ,Cereals and food preparations,10,0,15,,,,,
Tajikistan                              ,"Oilseeds, fats and oils",7.8,0,20,,,,,
Tajikistan                              ,Sugars and confectionery,9.6,0,15,,,,,
Tajikistan                              ,Beverages and tobacco,25.3,0,207,,,,,
Tajikistan                              ,"Cotton, silk and wool",11,0,20,,,,,
Tajikistan                              ,Other agricultural products,7.4,1.0,20,,,,,
Tajikistan                              ,Fish and fish products,6.3,0,13,,,,,
Tajikistan                              ,Minerals and metals,7.3,2.0,15,,,,,
Tajikistan                              ,Petroleum,4.1,0,10,,,,,
Tajikistan                              ,Chemicals,4,35.4,20,,,,,
Tajikistan                              ,"Wood, paper, furniture",7.8,4.3,20,,,,,
Tajikistan                              ,Textiles,11.2,2.9,30,,,,,
Tajikistan                              ,Clothing,19.3,0,20,,,,,
Tajikistan                              ,"Rubber, leather and footwear",10.1,4.3,30,,,,,
Tajikistan                              ,"Mechanical, office and computing machinery",5.1,24.1,10,,,,,
Tajikistan                              ,Electrical machinery and electronic equipment,5.3,32.7,10,,,,,
Tajikistan                              ,Transport equipment,7.8,6.4,15,,,,,
Tajikistan                              ,Other Manufactures,8.3,14.3,20,,,,,
Timor-Leste                             ,Live animals and meat,,,,2.5,0,3,4.2,0
Timor-Leste                             ,Dairy products,,,,2.5,0,3,0.6,0
Timor-Leste                             ,Fruits and vegetables,,,,2.6,0,10,1.0,0
Timor-Leste                             ,"Coffee, tea, cocoa and spices",,,,2.5,0,3,0.5,0
Timor-Leste                             ,Cereals and food preparations,,,,2.5,0,3,11.8,0
Timor-Leste                             ,"Oilseeds, fats and oils",,,,2.5,0,3,1.8,0
Timor-Leste                             ,Sugars and confectionery,,,,2.5,0,3,1.1,0
Timor-Leste                             ,Beverages and tobacco,,,,2.5,0,3,5.7,0
Timor-Leste                             ,"Cotton, silk and wool",,,,2.5,0,3,0.0,0
Timor-Leste                             ,Other agricultural products,,,,2.5,0,5,0.7,0
Timor-Leste                             ,Fish and fish products,,,,2.5,0,3,0.9,0
Timor-Leste                             ,Minerals and metals,,,,2.5,0,3,9.8,0
Timor-Leste                             ,Petroleum,,,,2.5,0,3,23.5,0
Timor-Leste                             ,Chemicals,,,,2.5,0,5,6.0,0
Timor-Leste                             ,"Wood, paper, furniture",,,,2.5,0,3,3.1,0
Timor-Leste                             ,Textiles,,,,2.5,0,3,1.8,0
Timor-Leste                             ,Clothing,,,,2.5,0,3,0.5,0
Timor-Leste                             ,"Rubber, leather and footwear",,,,2.5,0,3,1.6,0
Timor-Leste                             ,"Mechanical, office and computing machinery",,,,2.7,0,10,7.5,0
Timor-Leste                             ,Electrical machinery and electronic equipment,,,,2.5,0,3,4.9,0
Timor-Leste                             ,Transport equipment,,,,2.5,0,5,10.0,0
Timor-Leste                             ,Other Manufactures,,,,2.5,0,10,3.0,0
Tunisia                                 ,Live animals and meat,112.7,0,180,34,0,50,0.1,0
Tunisia                                 ,Dairy products,121.5,0,180,33.2,0,50,0.3,0
Tunisia                                 ,Fruits and vegetables,140.6,0,200,48.7,0.6,50,0.4,0
Tunisia                                 ,"Coffee, tea, cocoa and spices",100.6,0,150,21.7,11.4,50,0.7,71.6
Tunisia                                 ,Cereals and food preparations,113.9,0,150,29.9,17.7,50,6.1,76.3
Tunisia                                 ,"Oilseeds, fats and oils",112.2,0,200,18,12.4,50,3.1,59.8
Tunisia                                 ,Sugars and confectionery,100,0,100,16.1,34.7,50,0.7,89.3
Tunisia                                 ,Beverages and tobacco,107.1,0,150,43.8,0,50,0.5,0
Tunisia                                 ,"Cotton, silk and wool",62,0,62,0,100.0,0,0.2,100.0
Tunisia                                 ,Other agricultural products,112.5,0,200,15.9,23.9,50,0.9,39.9
Tunisia                                 ,Fish and fish products,71.9,0,180,31.6,0.5,36,0.5,0.1
Tunisia                                 ,Minerals and metals,31.3,0,43,15.1,42.5,43,19.5,51.9
Tunisia                                 ,Petroleum,-,-,-,5.9,66.8,30,12.1,68.3
Tunisia                                 ,Chemicals,29.7,0,75,7,70.4,43,13.6,58.8
Tunisia                                 ,"Wood, paper, furniture",37.8,0,52,23,20.0,43,3.2,6.6
Tunisia                                 ,Textiles,56.3,0,60,24.9,10.1,50,7.6,6.3
Tunisia                                 ,Clothing,60,0,60,49.4,0,50,1.3,0
Tunisia                                 ,"Rubber, leather and footwear",39.1,0,43,27.8,14.8,50,2.1,3.6
Tunisia                                 ,"Mechanical, office and computing machinery",27.4,0,43,7.5,67.3,43,6.5,58.8
Tunisia                                 ,Electrical machinery and electronic equipment,34.4,0,52,20.1,23.1,43,11.0,21.7
Tunisia                                 ,Transport equipment,30.9,0,52,15.3,56.0,43,5.8,58.7
Tunisia                                 ,Other Manufactures,34.7,0,60,17.5,28.4,43,3.7,52.2
Tonga                                   ,Live animals and meat,18.2,0,20,1,93.6,15,9.2,99.7
Tonga                                   ,Dairy products,16.4,0,20,8.8,40.0,15,1.5,61.9
Tonga                                   ,Fruits and vegetables,19.9,0,20,6.6,59.3,20,2.2,62.3
Tonga                                   ,"Coffee, tea, cocoa and spices",20,0,20,13.4,11.1,20,0.4,19.9
Tonga                                   ,Cereals and food preparations,19,0,20,12.8,15.3,20,5.3,56.4
Tonga                                   ,"Oilseeds, fats and oils",19.3,0,20,11.2,11.8,20,0.4,4.0
Tonga                                   ,Sugars and confectionery,18.8,0,20,8.4,44.1,15,0.7,99.4
Tonga                                   ,Beverages and tobacco,17.9,0,20,4.6,69.3,15,3.1,36.5
Tonga                                   ,"Cotton, silk and wool",20,0,20,15,0,15,0.0,0
Tonga                                   ,Other agricultural products,19.6,0,20,8.4,45.9,20,1.2,73.8
Tonga                                   ,Fish and fish products,19.9,0,20,0.9,94.6,20,1.2,100.0
Tonga                                   ,Minerals and metals,19.6,0,20,13.4,10.4,20,7.7,36.7
Tonga                                   ,Petroleum,20,0,20,3.3,83.3,20,22.3,100.0
Tonga                                   ,Chemicals,15,0,15,12.7,14.9,15,8.0,49.2
Tonga                                   ,"Wood, paper, furniture",15.9,0,20,12.1,21.2,20,5.9,53.7
Tonga                                   ,Textiles,15.1,0,20,14.7,2.2,20,1.6,13.3
Tonga                                   ,Clothing,15,0,15,15,0,15,1.4,0
Tonga                                   ,"Rubber, leather and footwear",19.7,0,20,13.7,19.4,20,1.0,0.2
Tonga                                   ,"Mechanical, office and computing machinery",18.6,0,20,3.8,6.8,20,5.4,10.5
Tonga                                   ,Electrical machinery and electronic equipment,17.9,0,20,8.6,11.9,20,8.8,8.1
Tonga                                   ,Transport equipment,19.1,0,20,6.9,23.2,20,8.1,43.0
Tonga                                   ,Other Manufactures,18.8,0,20,12.5,20.0,20,4.4,29.7
Türkiye                                 ,Live animals and meat,134.4,0,225,99.9,12.7,225,0.1,54.4
Türkiye                                 ,Dairy products,146.8,0,180,116.9,1.3,180,0.0,0
Türkiye                                 ,Fruits and vegetables,40.3,0,146,33.3,6.2,136,0.6,0.2
Türkiye                                 ,"Coffee, tea, cocoa and spices",68.9,0,168,20.8,3.7,75,0.4,15.3
Türkiye                                 ,Cereals and food preparations,72,0,180,35.4,14.1,130,1.8,0.5
Türkiye                                 ,"Oilseeds, fats and oils",27.8,0,68,16,20.7,68,2.0,30.0
Türkiye                                 ,Sugars and confectionery,107.3,0,135,93.6,1.5,135,0.2,0
Türkiye                                 ,Beverages and tobacco,79.6,0,167,36.9,15.6,75,0.4,15.5
Türkiye                                 ,"Cotton, silk and wool",13.3,0,24,0,100.0,0,0.9,100.0
Türkiye                                 ,Other agricultural products,27.3,0.2,77,11.9,42.9,77,0.9,39.7
Türkiye                                 ,Fish and fish products,51.3,0,82,48.3,5.7,82,0.2,11.0
Türkiye                                 ,Minerals and metals,18.5,1.4,50,8.5,31.3,40,36.2,40.3
Türkiye                                 ,Petroleum,0.2,0,0,3.2,16.7,5,11.7,56.1
Türkiye                                 ,Chemicals,16.5,4.2,100,6.3,17.8,32,13.9,15.4
Türkiye                                 ,"Wood, paper, furniture",27.2,3.4,62,6.5,58.7,34,2.0,67.8
Türkiye                                 ,Textiles,25.2,0,92,19.3,1.8,40,2.8,2.5
Türkiye                                 ,Clothing,27.3,0,40,40.8,0,42,0.7,0
Türkiye                                 ,"Rubber, leather and footwear",22.9,0,40,16.3,22.0,47,1.5,35.4
Türkiye                                 ,"Mechanical, office and computing machinery",11.3,9.4,25,5.7,13.8,24,9.4,15.9
Türkiye                                 ,Electrical machinery and electronic equipment,11.3,35.8,50,6.2,22.8,33,6.0,31.9
Türkiye                                 ,Transport equipment,17.6,0,37,7,9.2,35,6.2,4.9
Türkiye                                 ,Other Manufactures,14.2,15.4,47,8.8,20.4,30,2.1,35.8
Trinidad and Tobago                     ,Live animals and meat,82,7.1,110,25.4,12.6,40,2.2,40.8
Trinidad and Tobago                     ,Dairy products,100,0,100,12.7,32.7,40,2.0,40.3
Trinidad and Tobago                     ,Fruits and vegetables,97.6,2.5,156,24.7,25.0,40,2.7,29.0
Trinidad and Tobago                     ,"Coffee, tea, cocoa and spices",85.1,0,106,19,37.2,40,0.7,21.7
Trinidad and Tobago                     ,Cereals and food preparations,82.6,7.1,100,9,60.7,83,5.4,45.8
Trinidad and Tobago                     ,"Oilseeds, fats and oils",88.5,10.8,100,18.2,48.5,40,1.9,25.7
Trinidad and Tobago                     ,Sugars and confectionery,100,0,100,19.2,38.2,40,1.2,43.6
Trinidad and Tobago                     ,Beverages and tobacco,100,0,100,54.5,7.1,100,1.6,5.7
Trinidad and Tobago                     ,"Cotton, silk and wool",74.4,4.0,100,0,100.0,0,0.0,100.0
Trinidad and Tobago                     ,Other agricultural products,82.4,12.1,100,5.9,81.2,40,2.2,82.0
Trinidad and Tobago                     ,Fish and fish products,50.4,0,100,31.3,12.2,40,0.9,37.4
Trinidad and Tobago                     ,Minerals and metals,46.4,0.9,70,3.7,80.5,30,18.6,87.0
Trinidad and Tobago                     ,Petroleum,35.1,0,50,4.8,84.0,30,0.6,55.9
Trinidad and Tobago                     ,Chemicals,49.6,1.2,100,2.5,85.2,40,16.3,54.6
Trinidad and Tobago                     ,"Wood, paper, furniture",49.5,1.6,70,7.3,56.3,20,4.7,61.9
Trinidad and Tobago                     ,Textiles,50.5,0.3,70,2.8,85.4,20,1.3,51.7
Trinidad and Tobago                     ,Clothing,70,0,70,19.8,0.9,20,0.9,0.0
Trinidad and Tobago                     ,"Rubber, leather and footwear",51.1,4.5,70,6.8,63.5,30,1.7,18.8
Trinidad and Tobago                     ,"Mechanical, office and computing machinery",49.9,0,70,1,94.9,30,11.4,91.4
Trinidad and Tobago                     ,Electrical machinery and electronic equipment,53.4,0,70,7.4,62.8,30,6.2,51.5
Trinidad and Tobago                     ,Transport equipment,52.3,0,70,5.5,77.2,68,13.5,63.9
Trinidad and Tobago                     ,Other Manufactures,48.5,0.6,70,11.1,41.7,40,3.9,49.0
Tanzania                                ,Live animals and meat,120,0,120,30.4,7.7,35,0.1,56.0
Tanzania                                ,Dairy products,120,0,120,47.2,0,60,0.1,0
Tanzania                                ,Fruits and vegetables,120,0,120,30.9,0,35,0.1,0
Tanzania                                ,"Coffee, tea, cocoa and spices",120,0,120,27.8,5.6,35,0.1,0.6
Tanzania                                ,Cereals and food preparations,120,0,120,24.8,12.1,75,3.6,13.5
Tanzania                                ,"Oilseeds, fats and oils",120,0,120,13.3,7.3,35,1.2,25.2
Tanzania                                ,Sugars and confectionery,120,0,120,40.4,0,100,1.4,0
Tanzania                                ,Beverages and tobacco,120,0,120,35.5,0,60,0.6,0
Tanzania                                ,"Cotton, silk and wool",120,0,120,0,100.0,0,0.0,100.0
Tanzania                                ,Other agricultural products,120,0,120,10.6,37.6,35,0.9,56.2
Tanzania                                ,Fish and fish products,120,0,120,33.5,0.3,35,0.0,0
Tanzania                                ,Minerals and metals,-,-,-,11.7,35.3,35,13.1,47.0
Tanzania                                ,Petroleum,-,-,-,4.5,60.5,25,23.8,35.2
Tanzania                                ,Chemicals,120,0,120,3.9,79.9,35,20.6,83.4
Tanzania                                ,"Wood, paper, furniture",-,-,-,16.1,25.7,35,2.0,18.7
Tanzania                                ,Textiles,120,0,120,20.6,7.1,50,2.4,8.1
Tanzania                                ,Clothing,-,-,-,25.2,0,50,0.5,0
Tanzania                                ,"Rubber, leather and footwear",-,-,-,14.4,20.3,35,2.0,6.0
Tanzania                                ,"Mechanical, office and computing machinery",120,0,120,2.4,79.7,25,10.6,80.9
Tanzania                                ,Electrical machinery and electronic equipment,-,-,-,12,33.0,35,5.2,44.9
Tanzania                                ,Transport equipment,120,0,120,7,61.4,25,9.3,16.5
Tanzania                                ,Other Manufactures,120,0,120,15.1,31.3,35,2.4,66.7
Ukraine                                 ,Live animals and meat,13,0,20,10.5,10.2,20,0.5,20.1
Ukraine                                 ,Dairy products,9.4,0,10,9.4,0,10,0.4,0
Ukraine                                 ,Fruits and vegetables,12.4,11.2,20,11,15.8,20,2.3,41.0
Ukraine                                 ,"Coffee, tea, cocoa and spices",6.7,36.1,20,2.6,69.4,20,1.2,39.4
Ukraine                                 ,Cereals and food preparations,12.5,4.1,20,12.4,4.4,20,1.4,21.7
Ukraine                                 ,"Oilseeds, fats and oils",10.3,14.0,30,8.2,19.6,30,1.2,77.8
Ukraine                                 ,Sugars and confectionery,19.4,0.5,50,19.4,0,50,0.1,0
Ukraine                                 ,Beverages and tobacco,6.9,23.7,36,6.8,23.8,36,1.8,21.4
Ukraine                                 ,"Cotton, silk and wool",0.7,58.0,5,0,100.0,0,0.0,53.4
Ukraine                                 ,Other agricultural products,11.2,9.0,20,7.8,26.5,20,1.1,12.7
Ukraine                                 ,Fish and fish products,3.6,56.7,20,2.6,62.4,20,1.4,78.7
Ukraine                                 ,Minerals and metals,4.5,43.2,20,3.2,49.0,20,13.6,73.1
Ukraine                                 ,Petroleum,1.9,65.6,10,0.8,86.5,10,17.0,98.8
Ukraine                                 ,Chemicals,5.1,16.7,7,3.2,39.9,7,16.2,50.2
Ukraine                                 ,"Wood, paper, furniture",0.6,92.9,10,0.4,93.5,10,2.1,98.8
Ukraine                                 ,Textiles,4.1,33.4,13,3.1,46.5,13,2.9,18.3
Ukraine                                 ,Clothing,11.3,1.1,12,11.3,1.2,12,2.1,0.1
Ukraine                                 ,"Rubber, leather and footwear",7.1,15.2,25,5.5,25.4,25,2.4,7.6
Ukraine                                 ,"Mechanical, office and computing machinery",4,39.5,12,2,51.7,10,7.4,72.8
